      Lon      Lat    Year     Jan     Feb     Mar     Apr     May     Jun     Jul     Aug     Sep     Oct     Nov     Dec
   -51.25    64.25    1901   0.835   0.891   1.017   1.122   0.929   0.579   0.154   0.000   0.000   0.025   0.122   0.259
   -51.25    64.25    1902   0.360   0.431   0.468   0.486   0.475   0.072   0.000   0.000   0.000   0.037   0.100   0.124
   -51.25    64.25    1903   0.170   0.222   0.260   0.296   0.332   0.289   0.023   0.000   0.000   0.008   0.052   0.121
   -51.25    64.25    1904   0.235   0.295   0.358   0.408   0.420   0.204   0.000   0.000   0.005   0.094   0.303   0.406
   -51.25    64.25    1905   0.447   0.489   0.558   0.593   0.560   0.451   0.152   0.000   0.001   0.040   0.154   0.301
   -51.25    64.25    1906   0.336   0.364   0.424   0.506   0.533   0.307   0.022   0.000   0.000   0.125   0.372   0.533
   -51.25    64.25    1907   0.689   0.812   0.911   0.929   0.739   0.438   0.074   0.000   0.006   0.131   0.289   0.470
   -51.25    64.25    1908   0.567   0.689   1.037   1.148   1.003   0.678   0.139   0.000   0.002   0.134   0.334   0.407
   -51.25    64.25    1909   0.484   0.623   0.730   0.865   0.763   0.174   0.000   0.000   0.000   0.063   0.183   0.330
   -51.25    64.25    1910   0.432   0.481   0.538   0.761   0.712   0.456   0.069   0.000   0.003   0.066   0.162   0.187
   -51.25    64.25    1911   0.228   0.262   0.313   0.361   0.386   0.241   0.015   0.000   0.000   0.017   0.059   0.125
   -51.25    64.25    1912   0.158   0.207   0.248   0.289   0.346   0.085   0.000   0.000   0.001   0.030   0.097   0.146
   -51.25    64.25    1913   0.231   0.301   0.349   0.390   0.417   0.259   0.000   0.000   0.000   0.027   0.116   0.165
   -51.25    64.25    1914   0.218   0.237   0.247   0.279   0.347   0.370   0.111   0.000   0.002   0.014   0.075   0.147
   -51.25    64.25    1915   0.175   0.202   0.209   0.256   0.328   0.108   0.000   0.000   0.000   0.022   0.157   0.358
   -51.25    64.25    1916   0.531   0.608   0.770   0.882   0.682   0.129   0.000   0.000   0.000   0.093   0.400   0.646
   -51.25    64.25    1917   0.909   1.132   1.320   1.477   1.321   0.873   0.246   0.000   0.005   0.127   0.375   0.783
   -51.25    64.25    1918   0.988   1.053   1.128   1.224   1.059   0.796   0.384   0.010   0.001   0.138   0.252   0.384
   -51.25    64.25    1919   0.442   0.468   0.578   0.743   0.761   0.492   0.085   0.000   0.000   0.056   0.198   0.490
   -51.25    64.25    1920   0.567   0.597   0.631   0.653   0.621   0.238   0.000   0.000   0.001   0.061   0.137   0.269
   -51.25    64.25    1921   0.360   0.446   0.563   0.637   0.672   0.529   0.196   0.000   0.000   0.084   0.221   0.288
   -51.25    64.25    1922   0.352   0.390   0.401   0.448   0.492   0.496   0.264   0.000   0.002   0.007   0.134   0.236
   -51.25    64.25    1923   0.305   0.374   0.386   0.445   0.435   0.155   0.000   0.000   0.000   0.030   0.132   0.236
   -51.25    64.25    1924   0.307   0.378   0.476   0.579   0.529   0.138   0.000   0.000   0.002   0.081   0.166   0.317
   -51.25    64.25    1925   0.377   0.396   0.452   0.506   0.523   0.351   0.080   0.000   0.000   0.025   0.242   0.703
   -51.25    64.25    1926   0.847   0.880   0.960   1.014   0.974   0.267   0.000   0.000   0.000   0.034   0.161   0.301
   -51.25    64.25    1927   0.501   0.547   0.584   0.608   0.452   0.043   0.000   0.000   0.000   0.055   0.203   0.281
   -51.25    64.25    1928   0.393   0.418   0.502   0.520   0.259   0.002   0.000   0.000   0.000   0.012   0.033   0.068
   -51.25    64.25    1929   0.121   0.163   0.208   0.257   0.196   0.002   0.000   0.000   0.000   0.067   0.183   0.222
   -51.25    64.25    1930   0.249   0.304   0.404   0.472   0.474   0.220   0.001   0.000   0.000   0.044   0.147   0.209
   -51.25    64.25    1931   0.235   0.269   0.320   0.340   0.289   0.038   0.000   0.000   0.000   0.061   0.263   0.315
   -51.25    64.25    1932   0.335   0.423   0.628   0.800   0.754   0.379   0.014   0.000   0.000   0.142   0.447   0.558
   -51.25    64.25    1933   0.672   0.726   0.772   0.871   0.666   0.219   0.000   0.000   0.001   0.031   0.089   0.124
   -51.25    64.25    1934   0.141   0.155   0.165   0.188   0.197   0.060   0.000   0.000   0.000   0.090   0.374   0.545
   -51.25    64.25    1935   0.604   0.657   0.709   0.731   0.400   0.019   0.000   0.000   0.000   0.072   0.230   0.320
   -51.25    64.25    1936   0.372   0.403   0.532   0.784   0.689   0.292   0.001   0.000   0.000   0.105   0.360   0.464
   -51.25    64.25    1937   0.514   0.523   0.544   0.559   0.457   0.195   0.000   0.000   0.000   0.075   0.185   0.304
   -51.25    64.25    1938   0.397   0.460   0.542   0.665   0.523   0.278   0.020   0.000   0.000   0.036   0.087   0.149
   -51.25    64.25    1939   0.190   0.237   0.251   0.290   0.223   0.004   0.000   0.000   0.000   0.042   0.151   0.168
   -51.25    64.25    1940   0.185   0.209   0.264   0.347   0.347   0.122   0.000   0.000   0.000   0.004   0.175   0.600
   -51.25    64.25    1941   0.952   0.982   1.013   1.062   0.776   0.240   0.000   0.000   0.001   0.006   0.087   0.212
   -51.25    64.25    1942   0.257   0.302   0.335   0.362   0.357   0.063   0.000   0.000   0.000   0.042   0.150   0.210
   -51.25    64.25    1943   0.233   0.266   0.376   0.366   0.297   0.131   0.000   0.000   0.008   0.039   0.090   0.148
   -51.25    64.25    1944   0.171   0.284   0.404   0.442   0.455   0.318   0.008   0.000   0.017   0.205   0.398   0.771
   -51.25    64.25    1945   0.992   1.117   1.196   1.259   1.105   0.546   0.074   0.000   0.001   0.068   0.136   0.169
   -51.25    64.25    1946   0.247   0.325   0.396   0.454   0.443   0.163   0.000   0.000   0.000   0.178   0.257   0.283
   -51.25    64.25    1947   0.299   0.318   0.348   0.380   0.289   0.013   0.000   0.000   0.003   0.206   0.407   0.601
   -51.25    64.25    1948   0.804   0.985   1.312   1.416   1.211   0.814   0.161   0.000   0.000   0.041   0.143   0.326
   -51.25    64.25    1949   0.543   0.779   0.974   1.246   1.340   1.082   0.423   0.005   0.000   0.027   0.098   0.301
   -51.25    64.25    1950   0.482   0.549   0.682   0.812   0.848   0.270   0.000   0.000   0.001   0.065   0.247   0.566
   -51.25    64.25    1951   0.742   0.835   1.022   1.059   0.794   0.261   0.000   0.000   0.000   0.032   0.098   0.184
   -51.25    64.25    1952   0.263   0.330   0.399   0.469   0.319   0.027   0.000   0.000   0.000   0.012   0.142   0.290
   -51.25    64.25    1953   0.378   0.449   0.493   0.521   0.414   0.153   0.000   0.000   0.000   0.043   0.162   0.302
   -51.25    64.25    1954   0.426   0.619   0.723   0.689   0.433   0.089   0.000   0.000   0.000   0.153   0.439   0.634
   -51.25    64.25    1955   0.776   0.957   1.218   1.350   1.072   0.476   0.065   0.000   0.003   0.039   0.130   0.278
   -51.25    64.25    1956   0.411   0.580   0.690   0.783   0.730   0.379   0.021   0.000   0.000   0.247   0.553   0.895
   -51.25    64.25    1957   1.117   1.172   1.275   1.378   1.242   0.575   0.023   0.000   0.003   0.249   0.668   0.953
   -51.25    64.25    1958   1.095   1.192   1.295   1.379   1.125   0.590   0.048   0.000   0.000   0.012   0.061   0.122
   -51.25    64.25    1959   0.135   0.166   0.198   0.208   0.151   0.004   0.000   0.000   0.001   0.031   0.160   0.237
   -51.25    64.25    1960   0.262   0.411   0.485   0.527   0.508   0.254   0.002   0.000   0.000   0.001   0.028   0.122
   -51.25    64.25    1961   0.233   0.293   0.376   0.446   0.462   0.085   0.000   0.000   0.000   0.047   0.245   0.353
   -51.25    64.25    1962   0.430   0.535   0.622   0.520   0.371   0.066   0.000   0.000   0.005   0.051   0.134   0.219
   -51.25    64.25    1963   0.295   0.371   0.412   0.428   0.476   0.376   0.060   0.000   0.013   0.123   0.265   0.379
   -51.25    64.25    1964   0.521   0.727   0.888   0.947   0.763   0.408   0.049   0.000   0.000   0.112   0.304   0.449
   -51.25    64.25    1965   0.610   0.794   1.048   1.151   1.019   0.352   0.000   0.000   0.000   0.083   0.187   0.296
   -51.25    64.25    1966   0.334   0.384   0.434   0.526   0.424   0.151   0.000   0.000   0.000   0.000   0.146   0.417
   -51.25    64.25    1967   0.615   0.809   0.909   0.985   0.977   0.513   0.054   0.000   0.000   0.026   0.085   0.208
   -51.25    64.25    1968   0.261   0.341   0.432   0.566   0.499   0.253   0.003   0.000   0.000   0.003   0.010   0.047
   -51.25    64.25    1969   0.074   0.215   0.358   0.422   0.444   0.268   0.024   0.000   0.004   0.066   0.224   0.578
   -51.25    64.25    1970   0.706   0.822   0.931   0.996   1.049   0.976   0.625   0.168   0.000   0.055   0.195   0.244
   -51.25    64.25    1971   0.325   0.366   0.406   0.444   0.469   0.291   0.002   0.000   0.005   0.029   0.165   0.369
   -51.25    64.25    1972   0.442   0.519   0.599   0.695   0.724   0.681   0.431   0.080   0.000   0.171   0.398   0.488
   -51.25    64.25    1973   0.582   0.726   0.923   1.298   1.752   1.442   0.596   0.019   0.000   0.034   0.085   0.243
   -51.25    64.25    1974   0.437   0.477   0.574   0.716   0.697   0.156   0.000   0.000   0.000   0.071   0.444   0.630
   -51.25    64.25    1975   0.774   0.862   1.024   1.242   0.984   0.541   0.088   0.000   0.005   0.053   0.121   0.250
   -51.25    64.25    1976   0.375   0.487   0.600   0.665   0.724   0.531   0.107   0.000   0.000   0.023   0.129   0.243
   -51.25    64.25    1977   0.335   0.410   0.460   0.548   0.512   0.293   0.007   0.000   0.001   0.020   0.137   0.424
   -51.25    64.25    1978   0.542   0.597   0.629   0.734   0.785   0.726   0.274   0.000   0.000   0.121   0.320   0.395
   -51.25    64.25    1979   0.476   0.656   0.815   0.924   0.943   0.698   0.274   0.000   0.000   0.011   0.046   0.169
   -51.25    64.25    1980   0.309   0.450   0.549   1.039   1.145   0.698   0.130   0.000   0.000   0.053   0.294   0.495
   -51.25    64.25    1981   0.699   0.973   1.155   1.237   1.320   0.789   0.132   0.000   0.001   0.059   0.185   0.233
   -51.25    64.25    1982   0.326   0.388   0.465   0.539   0.591   0.432   0.074   0.000   0.067   0.217   0.279   0.378
   -51.25    64.25    1983   0.465   0.614   0.776   0.916   1.074   0.931   0.611   0.193   0.010   0.069   0.185   0.302
   -51.25    64.25    1984   0.363   0.394   0.450   0.514   0.626   0.572   0.132   0.000   0.000   0.035   0.126   0.167
   -51.25    64.25    1985   0.246   0.311   0.387   0.455   0.408   0.110   0.000   0.000   0.000   0.214   0.569   0.868
   -51.25    64.25    1986   1.170   1.380   1.527   1.749   1.638   1.144   0.584   0.061   0.000   0.071   0.344   0.562
   -51.25    64.25    1987   0.970   1.193   1.304   1.568   1.806   1.205   0.352   0.000   0.000   0.266   0.905   1.327
   -51.25    64.25    1988   1.496   1.946   2.497   2.817   3.010   2.301   1.377   0.558   0.203   0.112   0.339   0.553
   -51.25    64.25    1989   0.696   0.847   0.976   1.101   1.200   1.171   0.829   0.350   0.099   0.263   0.472   0.655
   -51.25    64.25    1990   0.754   0.842   1.049   1.246   1.387   1.233   0.717   0.171   0.001   0.069   0.363   0.769
   -51.25    64.25    1991   1.024   1.178   1.414   1.506   1.559   1.459   0.965   0.310   0.006   0.225   0.450   0.760
   -51.25    64.25    1992   1.057   1.251   1.433   1.599   1.637   1.749   1.571   1.141   0.864   1.016   1.209   1.426
   -51.25    64.25    1993   1.686   1.782   1.959   2.126   2.298   2.240   1.819   1.293   0.907   0.750   0.901   1.114
   -51.25    64.25    1994   1.387   1.560   1.691   1.813   1.815   1.669   1.360   0.911   0.592   0.600   0.753   0.940
   -51.25    64.25    1995   1.142   1.235   1.428   1.573   1.587   1.377   0.879   0.327   0.023   0.167   0.730   1.435
   -51.25    64.25    1996   1.959   2.219   2.607   2.984   3.057   2.702   2.061   1.177   0.487   0.661   1.118   1.780
   -51.25    64.25    1997   2.373   2.789   3.090   3.301   3.616   3.015   2.007   1.100   0.456   0.388   0.809   1.236
   -51.25    64.25    1998   1.563   1.919   2.495   2.839   3.025   2.553   1.461   0.284   0.000   0.127   0.568   0.838
   -51.25    64.25    1999   1.235   1.709   2.117   2.344   2.625   2.966   2.141   1.017   0.334   0.207   0.660   1.381
   -51.25    64.25    2000   1.767   2.140   2.720   3.092   3.334   2.998   2.015   0.891   0.148   0.271   0.872   1.205
   -51.25    64.25    2001   1.277   1.410   1.375   1.363   1.433   1.121   0.502   0.031   0.000   0.163   0.491   0.946
   -51.25    64.25    2002   1.158   1.373   1.630   1.853   1.829   1.284   0.384   0.000   0.000   0.016   0.059   0.172
   -51.25    64.25    2003   0.297   0.410   0.493   0.611   0.626   0.302   0.001   0.000   0.000   0.005   0.281   0.588
   -51.25    64.25    2004   0.896   1.143   1.647   1.901   1.867   0.951   0.228   0.000   0.000   0.031   0.267   0.536
   -51.25    64.25    2005   0.906   1.273   1.775   1.993   1.817   1.051   0.278   0.000   0.028   0.294   0.725   1.076
   -51.25    64.25    2006   1.308   1.437   1.565   1.726   1.590   0.915   0.276   0.000   0.000   0.050   0.156   0.331
   -51.25    64.25    2007   0.585   0.736   0.945   1.258   1.314   0.862   0.102   0.000   0.000   0.057   0.544   1.072
   -51.25    64.25    2008   1.218   1.363   1.549   1.782   1.569   0.802   0.104   0.000   0.002   0.170   0.447   0.694
   -51.25    64.25    2009   0.815   0.901   0.970   1.084   1.105   0.944   0.345   0.000   0.000   0.174   0.450   0.601
   -51.25    64.25    2010   0.795   0.983   1.185   1.461   1.396   0.560   0.014   0.000   0.000   0.003   0.058   0.125
   -51.25    64.25    2011   0.237   0.315   0.407   0.501   0.561   0.389   0.024   0.000   0.000   0.118   0.642   0.931
   -51.25    64.25    2012   1.148   1.362   1.545   1.532   1.119   0.645   0.119   0.000   0.002   0.011   0.275   0.551
   -51.25    64.25    2013   0.689   0.938   1.167   1.379   1.669   1.631   1.136   0.545   0.114   0.017   0.163   0.279
   -51.25    64.25    2014   0.481   0.686   0.761   0.830   0.900   0.633   0.108   0.000   0.005   0.088   0.397   0.589
   -51.25    64.25    2015   0.895   1.053   1.238   1.641   1.853   1.765   1.283   0.606   0.199   0.212   0.387   0.514
  -147.25    65.25    1901   0.055   0.076   0.090   0.092   0.022   0.000   0.000   0.000   0.000   0.009   0.043   0.081
  -147.25    65.25    1902   0.105   0.122   0.137   0.118   0.032   0.000   0.000   0.000   0.000   0.007   0.047   0.088
  -147.25    65.25    1903   0.111   0.133   0.144   0.112   0.031   0.000   0.000   0.000   0.000   0.026   0.042   0.080
  -147.25    65.25    1904   0.096   0.109   0.123   0.090   0.005   0.000   0.000   0.000   0.000   0.012   0.033   0.057
  -147.25    65.25    1905   0.090   0.123   0.130   0.079   0.000   0.000   0.000   0.000   0.000   0.011   0.052   0.102
  -147.25    65.25    1906   0.127   0.177   0.174   0.131   0.024   0.000   0.000   0.000   0.000   0.004   0.025   0.074
  -147.25    65.25    1907   0.101   0.125   0.146   0.121   0.002   0.000   0.000   0.000   0.000   0.030   0.050   0.071
  -147.25    65.25    1908   0.093   0.111   0.112   0.086   0.004   0.000   0.000   0.000   0.000   0.010   0.029   0.063
  -147.25    65.25    1909   0.095   0.110   0.103   0.080   0.022   0.000   0.000   0.000   0.000   0.002   0.029   0.067
  -147.25    65.25    1910   0.095   0.107   0.111   0.103   0.004   0.000   0.000   0.000   0.000   0.013   0.025   0.053
  -147.25    65.25    1911   0.083   0.095   0.095   0.085   0.026   0.000   0.000   0.000   0.000   0.000   0.017   0.055
  -147.25    65.25    1912   0.077   0.098   0.122   0.118   0.000   0.000   0.000   0.000   0.000   0.010   0.026   0.051
  -147.25    65.25    1913   0.078   0.086   0.083   0.079   0.010   0.000   0.000   0.000   0.000   0.010   0.030   0.045
  -147.25    65.25    1914   0.052   0.058   0.077   0.090   0.005   0.000   0.000   0.000   0.000   0.000   0.017   0.049
  -147.25    65.25    1915   0.079   0.105   0.161   0.187   0.002   0.000   0.000   0.000   0.000   0.019   0.046   0.067
  -147.25    65.25    1916   0.114   0.149   0.112   0.083   0.000   0.000   0.000   0.000   0.000   0.000   0.051   0.071
  -147.25    65.25    1917   0.098   0.116   0.131   0.124   0.027   0.000   0.000   0.000   0.000   0.004   0.016   0.024
  -147.25    65.25    1918   0.034   0.058   0.091   0.134   0.065   0.000   0.000   0.000   0.000   0.005   0.013   0.041
  -147.25    65.25    1919   0.053   0.060   0.059   0.043   0.000   0.000   0.000   0.000   0.000   0.004   0.042   0.087
  -147.25    65.25    1920   0.111   0.131   0.157   0.130   0.048   0.000   0.000   0.000   0.000   0.002   0.013   0.034
  -147.25    65.25    1921   0.063   0.079   0.097   0.102   0.023   0.000   0.000   0.000   0.000   0.005   0.023   0.036
  -147.25    65.25    1922   0.052   0.065   0.074   0.078   0.035   0.000   0.000   0.000   0.000   0.005   0.010   0.020
  -147.25    65.25    1923   0.033   0.053   0.074   0.079   0.010   0.000   0.000   0.000   0.000   0.000   0.024   0.045
  -147.25    65.25    1924   0.062   0.072   0.080   0.065   0.016   0.000   0.000   0.000   0.000   0.012   0.033   0.060
  -147.25    65.25    1925   0.085   0.109   0.093   0.084   0.006   0.000   0.000   0.000   0.000   0.000   0.019   0.041
  -147.25    65.25    1926   0.051   0.053   0.061   0.062   0.006   0.000   0.000   0.000   0.000   0.001   0.006   0.015
  -147.25    65.25    1927   0.019   0.038   0.048   0.054   0.015   0.000   0.000   0.000   0.002   0.011   0.020   0.031
  -147.25    65.25    1928   0.048   0.065   0.083   0.090   0.024   0.000   0.000   0.000   0.002   0.001   0.009   0.024
  -147.25    65.25    1929   0.038   0.063   0.091   0.101   0.027   0.000   0.000   0.000   0.000   0.006   0.026   0.049
  -147.25    65.25    1930   0.067   0.075   0.099   0.088   0.019   0.000   0.000   0.000   0.000   0.015   0.035   0.061
  -147.25    65.25    1931   0.068   0.081   0.079   0.060   0.023   0.000   0.000   0.000   0.001   0.004   0.025   0.054
  -147.25    65.25    1932   0.075   0.115   0.130   0.125   0.009   0.000   0.000   0.000   0.001   0.019   0.034   0.045
  -147.25    65.25    1933   0.059   0.092   0.099   0.072   0.004   0.000   0.000   0.000   0.000   0.003   0.044   0.089
  -147.25    65.25    1934   0.132   0.140   0.152   0.143   0.038   0.000   0.000   0.000   0.000   0.001   0.008   0.023
  -147.25    65.25    1935   0.047   0.063   0.119   0.128   0.047   0.000   0.000   0.000   0.002   0.027   0.129   0.195
  -147.25    65.25    1936   0.198   0.200   0.187   0.143   0.026   0.000   0.000   0.000   0.000   0.028   0.072   0.123
  -147.25    65.25    1937   0.142   0.169   0.175   0.137   0.059   0.000   0.000   0.000   0.000   0.000   0.013   0.032
  -147.25    65.25    1938   0.044   0.067   0.082   0.088   0.002   0.000   0.000   0.000   0.000   0.000   0.011   0.042
  -147.25    65.25    1939   0.058   0.079   0.093   0.074   0.005   0.000   0.000   0.000   0.000   0.017   0.033   0.061
  -147.25    65.25    1940   0.078   0.102   0.072   0.020   0.000   0.000   0.000   0.000   0.000   0.007   0.020   0.046
  -147.25    65.25    1941   0.051   0.056   0.051   0.031   0.000   0.000   0.000   0.000   0.000   0.000   0.015   0.038
  -147.25    65.25    1942   0.053   0.058   0.066   0.069   0.003   0.000   0.000   0.000   0.000   0.000   0.026   0.066
  -147.25    65.25    1943   0.077   0.088   0.126   0.098   0.011   0.000   0.000   0.000   0.000   0.008   0.017   0.027
  -147.25    65.25    1944   0.036   0.061   0.089   0.078   0.008   0.000   0.000   0.000   0.002   0.011   0.025   0.046
  -147.25    65.25    1945   0.059   0.064   0.074   0.072   0.017   0.000   0.000   0.000   0.000   0.012   0.049   0.074
  -147.25    65.25    1946   0.085   0.090   0.102   0.095   0.017   0.000   0.000   0.000   0.000   0.004   0.037   0.053
  -147.25    65.25    1947   0.096   0.110   0.113   0.091   0.001   0.000   0.000   0.000   0.000   0.013   0.037   0.062
  -147.25    65.25    1948   0.080   0.099   0.079   0.072   0.020   0.000   0.000   0.000   0.000   0.018   0.033   0.059
  -147.25    65.25    1949   0.095   0.134   0.164   0.129   0.046   0.000   0.000   0.000   0.000   0.002   0.017   0.049
  -147.25    65.25    1950   0.095   0.125   0.144   0.151   0.025   0.000   0.000   0.000   0.000   0.002   0.043   0.085
  -147.25    65.25    1951   0.107   0.135   0.166   0.130   0.012   0.000   0.000   0.000   0.000   0.002   0.041   0.087
  -147.25    65.25    1952   0.132   0.162   0.172   0.139   0.056   0.000   0.000   0.000   0.000   0.005   0.027   0.037
  -147.25    65.25    1953   0.043   0.049   0.059   0.031   0.000   0.000   0.000   0.000   0.000   0.001   0.005   0.011
  -147.25    65.25    1954   0.018   0.028   0.035   0.040   0.001   0.000   0.000   0.000   0.000   0.000   0.016   0.036
  -147.25    65.25    1955   0.070   0.096   0.135   0.125   0.039   0.000   0.000   0.000   0.000   0.011   0.036   0.085
  -147.25    65.25    1956   0.124   0.150   0.124   0.098   0.014   0.000   0.000   0.000   0.000   0.003   0.036   0.087
  -147.25    65.25    1957   0.118   0.168   0.184   0.180   0.036   0.000   0.000   0.000   0.000   0.003   0.009   0.019
  -147.25    65.25    1958   0.026   0.036   0.041   0.039   0.000   0.000   0.000   0.000   0.000   0.012   0.039   0.084
  -147.25    65.25    1959   0.089   0.108   0.091   0.086   0.023   0.000   0.000   0.000   0.001   0.014   0.038   0.068
  -147.25    65.25    1960   0.097   0.121   0.124   0.093   0.008   0.000   0.000   0.000   0.002   0.002   0.010   0.021
  -147.25    65.25    1961   0.026   0.032   0.037   0.044   0.006   0.000   0.000   0.000   0.000   0.024   0.040   0.072
  -147.25    65.25    1962   0.102   0.149   0.125   0.116   0.039   0.000   0.000   0.000   0.000   0.003   0.008   0.031
  -147.25    65.25    1963   0.082   0.118   0.170   0.214   0.049   0.000   0.000   0.000   0.000   0.015   0.030   0.048
  -147.25    65.25    1964   0.057   0.070   0.086   0.077   0.030   0.000   0.000   0.000   0.000   0.005   0.021   0.055
  -147.25    65.25    1965   0.068   0.078   0.087   0.096   0.043   0.000   0.000   0.000   0.000   0.012   0.049   0.124
  -147.25    65.25    1966   0.147   0.175   0.212   0.166   0.033   0.000   0.000   0.000   0.000   0.007   0.058   0.135
  -147.25    65.25    1967   0.148   0.167   0.230   0.202   0.029   0.000   0.000   0.000   0.000   0.004   0.042   0.096
  -147.25    65.25    1968   0.140   0.182   0.187   0.150   0.041   0.000   0.000   0.000   0.000   0.008   0.029   0.079
  -147.25    65.25    1969   0.113   0.141   0.156   0.111   0.001   0.000   0.000   0.000   0.000   0.000   0.037   0.062
  -147.25    65.25    1970   0.067   0.081   0.099   0.098   0.004   0.000   0.000   0.000   0.001   0.033   0.074   0.200
  -147.25    65.25    1971   0.257   0.253   0.196   0.174   0.053   0.000   0.000   0.000   0.000   0.014   0.043   0.098
  -147.25    65.25    1972   0.143   0.157   0.166   0.152   0.036   0.000   0.000   0.000   0.000   0.009   0.035   0.080
  -147.25    65.25    1973   0.109   0.117   0.123   0.083   0.000   0.000   0.000   0.000   0.000   0.000   0.063   0.127
  -147.25    65.25    1974   0.133   0.149   0.159   0.129   0.015   0.000   0.000   0.000   0.000   0.014   0.037   0.065
  -147.25    65.25    1975   0.101   0.108   0.088   0.068   0.007   0.000   0.000   0.000   0.000   0.002   0.020   0.039
  -147.25    65.25    1976   0.050   0.055   0.065   0.052   0.000   0.000   0.000   0.000   0.000   0.024   0.038   0.043
  -147.25    65.25    1977   0.045   0.053   0.041   0.038   0.007   0.000   0.000   0.000   0.000   0.004   0.013   0.020
  -147.25    65.25    1978   0.028   0.030   0.035   0.029   0.000   0.000   0.000   0.000   0.000   0.004   0.027   0.063
  -147.25    65.25    1979   0.082   0.088   0.075   0.062   0.009   0.000   0.000   0.000   0.000   0.000   0.022   0.072
  -147.25    65.25    1980   0.088   0.104   0.121   0.116   0.001   0.000   0.000   0.000   0.000   0.000   0.021   0.044
  -147.25    65.25    1981   0.051   0.072   0.083   0.062   0.001   0.000   0.000   0.000   0.000   0.016   0.065   0.116
  -147.25    65.25    1982   0.132   0.133   0.102   0.099   0.033   0.000   0.000   0.000   0.000   0.005   0.032   0.056
  -147.25    65.25    1983   0.064   0.071   0.077   0.054   0.000   0.000   0.000   0.000   0.000   0.021   0.028   0.036
  -147.25    65.25    1984   0.052   0.070   0.064   0.049   0.010   0.000   0.000   0.000   0.000   0.012   0.022   0.074
  -147.25    65.25    1985   0.128   0.147   0.189   0.150   0.045   0.000   0.000   0.000   0.000   0.025   0.056   0.091
  -147.25    65.25    1986   0.104   0.116   0.138   0.108   0.022   0.000   0.000   0.000   0.000   0.017   0.048   0.072
  -147.25    65.25    1987   0.096   0.109   0.113   0.088   0.001   0.000   0.000   0.000   0.000   0.000   0.027   0.068
  -147.25    65.25    1988   0.103   0.110   0.116   0.107   0.005   0.000   0.000   0.000   0.000   0.011   0.046   0.077
  -147.25    65.25    1989   0.107   0.144   0.125   0.075   0.000   0.000   0.000   0.000   0.000   0.000   0.043   0.092
  -147.25    65.25    1990   0.116   0.127   0.145   0.090   0.000   0.000   0.000   0.000   0.001   0.021   0.056   0.139
  -147.25    65.25    1991   0.208   0.191   0.152   0.167   0.010   0.000   0.000   0.000   0.000   0.000   0.010   0.028
  -147.25    65.25    1992   0.048   0.053   0.062   0.068   0.027   0.000   0.000   0.000   0.001   0.006   0.021   0.048
  -147.25    65.25    1993   0.068   0.083   0.091   0.064   0.000   0.000   0.000   0.000   0.000   0.000   0.019   0.055
  -147.25    65.25    1994   0.077   0.084   0.098   0.075   0.000   0.000   0.000   0.000   0.000   0.001   0.057   0.096
  -147.25    65.25    1995   0.115   0.123   0.125   0.065   0.000   0.000   0.000   0.000   0.000   0.001   0.010   0.023
  -147.25    65.25    1996   0.031   0.048   0.078   0.058   0.001   0.000   0.000   0.000   0.000   0.002   0.035   0.060
  -147.25    65.25    1997   0.075   0.083   0.084   0.045   0.000   0.000   0.000   0.000   0.000   0.007   0.014   0.022
  -147.25    65.25    1998   0.037   0.037   0.027   0.007   0.000   0.000   0.000   0.000   0.000   0.000   0.001   0.018
  -147.25    65.25    1999   0.030   0.039   0.042   0.045   0.006   0.000   0.000   0.000   0.000   0.007   0.015   0.041
  -147.25    65.25    2000   0.088   0.090   0.065   0.061   0.017   0.000   0.000   0.000   0.000   0.006   0.021   0.031
  -147.25    65.25    2001   0.042   0.054   0.067   0.051   0.004   0.000   0.000   0.000   0.000   0.000   0.004   0.009
  -147.25    65.25    2002   0.024   0.034   0.042   0.047   0.005   0.000   0.000   0.000   0.000   0.002   0.012   0.025
  -147.25    65.25    2003   0.039   0.057   0.058   0.030   0.000   0.000   0.000   0.000   0.000   0.000   0.044   0.083
  -147.25    65.25    2004   0.097   0.103   0.112   0.064   0.000   0.000   0.000   0.000   0.000   0.000   0.011   0.037
  -147.25    65.25    2005   0.073   0.094   0.102   0.077   0.000   0.000   0.000   0.000   0.000   0.001   0.012   0.021
  -147.25    65.25    2006   0.027   0.033   0.044   0.048   0.002   0.000   0.000   0.000   0.000   0.001   0.005   0.013
  -147.25    65.25    2007   0.033   0.042   0.049   0.030   0.000   0.000   0.000   0.000   0.000   0.000   0.002   0.006
  -147.25    65.25    2008   0.022   0.028   0.032   0.041   0.003   0.000   0.000   0.000   0.000   0.011   0.021   0.033
  -147.25    65.25    2009   0.057   0.064   0.066   0.066   0.001   0.000   0.000   0.000   0.000   0.000   0.013   0.030
  -147.25    65.25    2010   0.040   0.043   0.048   0.027   0.000   0.000   0.000   0.000   0.000   0.012   0.045   0.096
  -147.25    65.25    2011   0.103   0.104   0.095   0.087   0.010   0.000   0.000   0.000   0.000   0.000   0.007   0.024
  -147.25    65.25    2012   0.036   0.049   0.061   0.043   0.000   0.000   0.000   0.000   0.000   0.017   0.045   0.104
  -147.25    65.25    2013   0.135   0.136   0.101   0.102   0.053   0.000   0.000   0.000   0.000   0.000   0.039   0.098
