      Lon      Lat    Year     Jan     Feb     Mar     Apr     May     Jun     Jul     Aug     Sep     Oct     Nov     Dec
  -147.25    65.25    2014   0.119   0.127   0.140   0.143   0.007   0.000   0.000   0.000   0.000   0.003   0.014   0.029
  -147.25    65.25    2015   0.055   0.064   0.061   0.049   0.000   0.000   0.000   0.000   0.000   0.000   0.021   0.049
    26.75    67.25    1901   0.199   0.260   0.303   0.254   0.085   0.000   0.000   0.000   0.000   0.004   0.088   0.199
    26.75    67.25    1902   0.256   0.369   0.480   0.464   0.277   0.001   0.000   0.000   0.001   0.035   0.108   0.163
    26.75    67.25    1903   0.201   0.254   0.316   0.351   0.156   0.000   0.000   0.000   0.000   0.062   0.191   0.316
    26.75    67.25    1904   0.377   0.433   0.473   0.369   0.073   0.000   0.000   0.000   0.000   0.002   0.049   0.118
    26.75    67.25    1905   0.181   0.240   0.283   0.324   0.127   0.000   0.000   0.000   0.000   0.047   0.206   0.323
    26.75    67.25    1906   0.431   0.541   0.584   0.439   0.076   0.000   0.000   0.000   0.000   0.010   0.109   0.213
    26.75    67.25    1907   0.285   0.341   0.372   0.326   0.098   0.000   0.000   0.000   0.000   0.001   0.010   0.020
    26.75    67.25    1908   0.053   0.096   0.124   0.124   0.013   0.000   0.000   0.000   0.000   0.001   0.048   0.136
    26.75    67.25    1909   0.239   0.301   0.302   0.243   0.185   0.001   0.000   0.000   0.000   0.003   0.058   0.102
    26.75    67.25    1910   0.191   0.262   0.316   0.343   0.066   0.000   0.000   0.000   0.000   0.005   0.053   0.106
    26.75    67.25    1911   0.128   0.156   0.181   0.203   0.057   0.000   0.000   0.000   0.000   0.024   0.145   0.226
    26.75    67.25    1912   0.275   0.304   0.323   0.268   0.144   0.000   0.000   0.000   0.000   0.006   0.064   0.152
    26.75    67.25    1913   0.187   0.226   0.247   0.254   0.128   0.000   0.000   0.000   0.000   0.050   0.171   0.233
    26.75    67.25    1914   0.286   0.372   0.421   0.370   0.128   0.000   0.000   0.000   0.000   0.001   0.072   0.181
    26.75    67.25    1915   0.264   0.356   0.447   0.486   0.284   0.003   0.000   0.000   0.000   0.003   0.055   0.134
    26.75    67.25    1916   0.183   0.272   0.363   0.366   0.204   0.001   0.000   0.000   0.000   0.038   0.138   0.276
    26.75    67.25    1917   0.346   0.412   0.450   0.386   0.302   0.015   0.000   0.000   0.000   0.003   0.095   0.170
    26.75    67.25    1918   0.206   0.241   0.268   0.260   0.090   0.000   0.000   0.000   0.000   0.004   0.010   0.047
    26.75    67.25    1919   0.097   0.128   0.154   0.201   0.083   0.000   0.000   0.000   0.000   0.030   0.105   0.155
    26.75    67.25    1920   0.216   0.264   0.287   0.153   0.005   0.000   0.000   0.000   0.000   0.015   0.080   0.140
    26.75    67.25    1921   0.217   0.292   0.353   0.194   0.000   0.000   0.000   0.000   0.000   0.056   0.172   0.254
    26.75    67.25    1922   0.321   0.369   0.390   0.324   0.097   0.000   0.000   0.000   0.000   0.033   0.159   0.264
    26.75    67.25    1923   0.389   0.474   0.505   0.403   0.238   0.000   0.000   0.000   0.000   0.010   0.059   0.121
    26.75    67.25    1924   0.160   0.192   0.223   0.255   0.093   0.000   0.000   0.000   0.000   0.002   0.062   0.120
    26.75    67.25    1925   0.176   0.210   0.260   0.265   0.058   0.000   0.000   0.000   0.000   0.022   0.099   0.143
    26.75    67.25    1926   0.188   0.227   0.262   0.250   0.115   0.000   0.000   0.000   0.000   0.069   0.189   0.270
    26.75    67.25    1927   0.359   0.448   0.497   0.425   0.228   0.000   0.000   0.000   0.000   0.058   0.171   0.229
    26.75    67.25    1928   0.270   0.316   0.369   0.340   0.091   0.000   0.000   0.000   0.000   0.015   0.107   0.154
    26.75    67.25    1929   0.180   0.202   0.231   0.252   0.096   0.000   0.000   0.000   0.000   0.002   0.034   0.120
    26.75    67.25    1930   0.186   0.237   0.274   0.303   0.093   0.000   0.000   0.000   0.000   0.005   0.094   0.198
    26.75    67.25    1931   0.247   0.308   0.356   0.297   0.043   0.000   0.000   0.000   0.000   0.014   0.087   0.163
    26.75    67.25    1932   0.257   0.323   0.354   0.298   0.109   0.000   0.000   0.000   0.000   0.080   0.210   0.277
    26.75    67.25    1933   0.320   0.398   0.441   0.362   0.172   0.000   0.000   0.000   0.000   0.012   0.040   0.068
    26.75    67.25    1934   0.104   0.167   0.215   0.258   0.071   0.000   0.000   0.000   0.000   0.002   0.057   0.114
    26.75    67.25    1935   0.153   0.238   0.282   0.310   0.281   0.012   0.000   0.000   0.000   0.008   0.062   0.135
    26.75    67.25    1936   0.199   0.250   0.276   0.299   0.085   0.000   0.000   0.000   0.000   0.053   0.181   0.280
    26.75    67.25    1937   0.368   0.419   0.427   0.260   0.005   0.000   0.000   0.000   0.000   0.000   0.063   0.129
    26.75    67.25    1938   0.197   0.306   0.374   0.357   0.071   0.000   0.000   0.000   0.000   0.000   0.007   0.061
    26.75    67.25    1939   0.085   0.122   0.151   0.183   0.104   0.000   0.000   0.000   0.000   0.009   0.084   0.164
    26.75    67.25    1940   0.205   0.280   0.287   0.233   0.035   0.000   0.000   0.000   0.000   0.001   0.033   0.076
    26.75    67.25    1941   0.090   0.108   0.125   0.140   0.048   0.000   0.000   0.000   0.000   0.028   0.071   0.087
    26.75    67.25    1942   0.117   0.162   0.174   0.164   0.070   0.000   0.000   0.000   0.000   0.058   0.209   0.255
    26.75    67.25    1943   0.315   0.401   0.522   0.515   0.177   0.000   0.000   0.000   0.000   0.011   0.117   0.239
    26.75    67.25    1944   0.324   0.415   0.498   0.476   0.219   0.000   0.000   0.000   0.000   0.000   0.087   0.265
    26.75    67.25    1945   0.335   0.417   0.472   0.496   0.165   0.000   0.000   0.000   0.000   0.036   0.109   0.160
    26.75    67.25    1946   0.200   0.250   0.269   0.222   0.049   0.000   0.000   0.000   0.000   0.002   0.032   0.071
    26.75    67.25    1947   0.086   0.108   0.127   0.143   0.010   0.000   0.000   0.000   0.000   0.001   0.036   0.105
    26.75    67.25    1948   0.157   0.189   0.205   0.201   0.023   0.000   0.000   0.000   0.000   0.012   0.087   0.209
    26.75    67.25    1949   0.266   0.345   0.334   0.269   0.069   0.000   0.000   0.000   0.000   0.043   0.204   0.313
    26.75    67.25    1950   0.388   0.439   0.506   0.399   0.045   0.000   0.000   0.000   0.000   0.000   0.026   0.087
    26.75    67.25    1951   0.123   0.149   0.179   0.210   0.089   0.000   0.000   0.000   0.000   0.001   0.089   0.260
    26.75    67.25    1952   0.353   0.472   0.572   0.484   0.147   0.000   0.000   0.000   0.000   0.007   0.101   0.203
    26.75    67.25    1953   0.314   0.430   0.474   0.335   0.047   0.000   0.000   0.000   0.000   0.000   0.087   0.153
    26.75    67.25    1954   0.212   0.263   0.309   0.339   0.060   0.000   0.000   0.000   0.000   0.046   0.170   0.267
    26.75    67.25    1955   0.370   0.462   0.446   0.377   0.272   0.007   0.000   0.000   0.000   0.046   0.170   0.269
    26.75    67.25    1956   0.356   0.425   0.458   0.439   0.125   0.000   0.000   0.000   0.000   0.019   0.084   0.146
    26.75    67.25    1957   0.247   0.345   0.392   0.322   0.067   0.000   0.000   0.000   0.000   0.003   0.044   0.093
    26.75    67.25    1958   0.130   0.167   0.200   0.240   0.216   0.000   0.000   0.000   0.000   0.004   0.014   0.045
    26.75    67.25    1959   0.098   0.153   0.185   0.225   0.070   0.000   0.000   0.000   0.000   0.004   0.033   0.091
    26.75    67.25    1960   0.144   0.187   0.209   0.208   0.010   0.000   0.000   0.000   0.000   0.008   0.054   0.191
    26.75    67.25    1961   0.284   0.382   0.363   0.290   0.147   0.000   0.000   0.000   0.000   0.000   0.037   0.138
    26.75    67.25    1962   0.235   0.348   0.404   0.389   0.031   0.000   0.000   0.000   0.000   0.011   0.084   0.141
    26.75    67.25    1963   0.193   0.261   0.276   0.186   0.007   0.000   0.000   0.000   0.000   0.007   0.139   0.258
    26.75    67.25    1964   0.323   0.392   0.413   0.329   0.097   0.000   0.000   0.000   0.000   0.000   0.049   0.188
    26.75    67.25    1965   0.291   0.393   0.508   0.486   0.238   0.001   0.000   0.000   0.000   0.020   0.140   0.233
    26.75    67.25    1966   0.301   0.352   0.433   0.421   0.168   0.000   0.000   0.000   0.000   0.042   0.196   0.333
    26.75    67.25    1967   0.412   0.488   0.554   0.402   0.136   0.000   0.000   0.000   0.000   0.023   0.044   0.115
    26.75    67.25    1968   0.171   0.261   0.354   0.363   0.180   0.000   0.000   0.000   0.001   0.107   0.251   0.336
    26.75    67.25    1969   0.430   0.497   0.545   0.452   0.278   0.007   0.000   0.000   0.000   0.002   0.118   0.220
    26.75    67.25    1970   0.267   0.317   0.382   0.475   0.242   0.000   0.000   0.000   0.000   0.002   0.030   0.079
    26.75    67.25    1971   0.123   0.165   0.220   0.236   0.123   0.000   0.000   0.000   0.000   0.006   0.076   0.124
    26.75    67.25    1972   0.152   0.178   0.198   0.226   0.088   0.000   0.000   0.000   0.000   0.003   0.076   0.132
    26.75    67.25    1973   0.207   0.264   0.294   0.333   0.174   0.000   0.000   0.000   0.000   0.052   0.156   0.265
    26.75    67.25    1974   0.345   0.485   0.532   0.382   0.147   0.000   0.000   0.000   0.000   0.006   0.106   0.209
    26.75    67.25    1975   0.347   0.432   0.474   0.479   0.097   0.000   0.000   0.000   0.000   0.007   0.056   0.109
    26.75    67.25    1976   0.165   0.217   0.250   0.266   0.077   0.000   0.000   0.000   0.000   0.023   0.162   0.265
    26.75    67.25    1977   0.361   0.468   0.470   0.400   0.259   0.000   0.000   0.000   0.000   0.025   0.134   0.186
    26.75    67.25    1978   0.219   0.286   0.324   0.361   0.151   0.000   0.000   0.000   0.000   0.021   0.106   0.133
    26.75    67.25    1979   0.163   0.215   0.252   0.290   0.114   0.000   0.000   0.000   0.000   0.037   0.186   0.334
    26.75    67.25    1980   0.431   0.493   0.545   0.437   0.096   0.000   0.000   0.000   0.000   0.059   0.222   0.351
    26.75    67.25    1981   0.459   0.543   0.620   0.551   0.183   0.000   0.000   0.000   0.000   0.001   0.061   0.132
    26.75    67.25    1982   0.173   0.188   0.208   0.236   0.078   0.000   0.000   0.000   0.000   0.006   0.103   0.194
    26.75    67.25    1983   0.298   0.367   0.398   0.319   0.021   0.000   0.000   0.000   0.000   0.004   0.093   0.175
    26.75    67.25    1984   0.278   0.361   0.423   0.337   0.032   0.000   0.000   0.000   0.000   0.004   0.048   0.092
    26.75    67.25    1985   0.126   0.146   0.173   0.207   0.139   0.000   0.000   0.000   0.000   0.003   0.056   0.103
    26.75    67.25    1986   0.143   0.172   0.200   0.236   0.087   0.000   0.000   0.000   0.000   0.000   0.044   0.084
    26.75    67.25    1987   0.097   0.138   0.213   0.234   0.095   0.000   0.000   0.000   0.000   0.000   0.019   0.051
    26.75    67.25    1988   0.099   0.216   0.277   0.269   0.054   0.000   0.000   0.000   0.000   0.044   0.146   0.221
    26.75    67.25    1989   0.323   0.422   0.437   0.267   0.014   0.000   0.000   0.000   0.000   0.012   0.042   0.126
    26.75    67.25    1990   0.185   0.305   0.375   0.273   0.026   0.000   0.000   0.000   0.000   0.002   0.032   0.082
    26.75    67.25    1991   0.121   0.151   0.183   0.247   0.102   0.000   0.000   0.000   0.000   0.004   0.029   0.096
    26.75    67.25    1992   0.139   0.172   0.226   0.268   0.086   0.000   0.000   0.000   0.000   0.024   0.089   0.253
    26.75    67.25    1993   0.388   0.475   0.438   0.368   0.138   0.000   0.000   0.000   0.001   0.034   0.071   0.108
    26.75    67.25    1994   0.175   0.225   0.244   0.211   0.010   0.000   0.000   0.000   0.000   0.007   0.046   0.095
    26.75    67.25    1995   0.147   0.201   0.272   0.299   0.092   0.000   0.000   0.000   0.000   0.008   0.128   0.244
    26.75    67.25    1996   0.269   0.309   0.349   0.343   0.198   0.000   0.000   0.000   0.000   0.000   0.072   0.213
    26.75    67.25    1997   0.289   0.418   0.513   0.623   0.351   0.000   0.000   0.000   0.000   0.020   0.093   0.168
    26.75    67.25    1998   0.280   0.462   0.546   0.455   0.215   0.000   0.000   0.000   0.000   0.012   0.092   0.191
    26.75    67.25    1999   0.264   0.340   0.408   0.363   0.064   0.000   0.000   0.000   0.000   0.003   0.050   0.097
    26.75    67.25    2000   0.156   0.246   0.294   0.350   0.077   0.000   0.000   0.000   0.000   0.000   0.039   0.147
    26.75    67.25    2001   0.231   0.335   0.388   0.398   0.160   0.000   0.000   0.000   0.000   0.013   0.074   0.135
    26.75    67.25    2002   0.169   0.258   0.331   0.169   0.000   0.000   0.000   0.000   0.000   0.017   0.077   0.124
    26.75    67.25    2003   0.197   0.278   0.282   0.229   0.048   0.000   0.000   0.000   0.000   0.005   0.036   0.083
    26.75    67.25    2004   0.127   0.178   0.222   0.217   0.028   0.000   0.000   0.000   0.000   0.004   0.043   0.109
    26.75    67.25    2005   0.182   0.230   0.256   0.234   0.059   0.000   0.000   0.000   0.000   0.000   0.010   0.068
    26.75    67.25    2006   0.117   0.157   0.183   0.139   0.000   0.000   0.000   0.000   0.000   0.024   0.156   0.275
    26.75    67.25    2007   0.375   0.438   0.340   0.237   0.040   0.000   0.000   0.000   0.000   0.000   0.056   0.092
    26.75    67.25    2008   0.162   0.220   0.251   0.272   0.119   0.000   0.000   0.000   0.000   0.004   0.114   0.239
    26.75    67.25    2009   0.270   0.328   0.354   0.279   0.028   0.000   0.000   0.000   0.000   0.042   0.176   0.267
    26.75    67.25    2010   0.305   0.362   0.401   0.272   0.011   0.000   0.000   0.000   0.000   0.003   0.034   0.065
    26.75    67.25    2011   0.106   0.157   0.212   0.099   0.000   0.000   0.000   0.000   0.000   0.002   0.021   0.104
    26.75    67.25    2012   0.162   0.208   0.266   0.314   0.138   0.000   0.000   0.000   0.000   0.016   0.106   0.189
    26.75    67.25    2013   0.249   0.294   0.311   0.314   0.053   0.000   0.000   0.000   0.000   0.014   0.034   0.101
    26.75    67.25    2014   0.157   0.200   0.239   0.244   0.076   0.000   0.000   0.000   0.000   0.003   0.055   0.145
    26.75    67.25    2015   0.227   0.373   0.441   0.260   0.005   0.000   0.000   0.000   0.000   0.001   0.026   0.105
   147.25    70.75    1901   0.108   0.128   0.141   0.159   0.178   0.064   0.000   0.000   0.000   0.041   0.098   0.157
   147.25    70.75    1902   0.181   0.224   0.263   0.269   0.223   0.069   0.000   0.000   0.000   0.031   0.098   0.162
   147.25    70.75    1903   0.194   0.241   0.267   0.287   0.230   0.050   0.000   0.000   0.001   0.044   0.105   0.162
   147.25    70.75    1904   0.198   0.240   0.267   0.278   0.226   0.040   0.000   0.000   0.000   0.033   0.104   0.162
   147.25    70.75    1905   0.180   0.229   0.261   0.276   0.231   0.055   0.000   0.000   0.007   0.085   0.139   0.194
   147.25    70.75    1906   0.227   0.270   0.310   0.296   0.240   0.057   0.000   0.000   0.006   0.080   0.152   0.204
   147.25    70.75    1907   0.252   0.292   0.313   0.314   0.265   0.074   0.000   0.000   0.000   0.039   0.103   0.149
   147.25    70.75    1908   0.189   0.227   0.266   0.280   0.243   0.039   0.000   0.000   0.002   0.074   0.127   0.162
   147.25    70.75    1909   0.219   0.247   0.294   0.270   0.222   0.039   0.000   0.000   0.005   0.043   0.070   0.105
   147.25    70.75    1910   0.124   0.150   0.167   0.182   0.202   0.050   0.000   0.000   0.001   0.029   0.057   0.086
   147.25    70.75    1911   0.097   0.133   0.153   0.163   0.179   0.050   0.000   0.000   0.003   0.062   0.108   0.168
   147.25    70.75    1912   0.209   0.240   0.274   0.276   0.226   0.056   0.000   0.000   0.002   0.036   0.120   0.172
   147.25    70.75    1913   0.210   0.256   0.276   0.281   0.235   0.047   0.000   0.000   0.001   0.045   0.096   0.148
   147.25    70.75    1914   0.201   0.225   0.274   0.270   0.223   0.067   0.000   0.000   0.005   0.067   0.154   0.189
   147.25    70.75    1915   0.207   0.265   0.295   0.304   0.247   0.088   0.000   0.000   0.003   0.081   0.156   0.190
   147.25    70.75    1916   0.242   0.273   0.319   0.317   0.266   0.085   0.000   0.000   0.008   0.054   0.132   0.167
   147.25    70.75    1917   0.217   0.257   0.290   0.276   0.224   0.056   0.000   0.000   0.016   0.089   0.144   0.191
   147.25    70.75    1918   0.239   0.284   0.306   0.313   0.254   0.047   0.000   0.000   0.002   0.065   0.126   0.158
   147.25    70.75    1919   0.200   0.246   0.286   0.303   0.257   0.055   0.000   0.000   0.005   0.051   0.116   0.189
   147.25    70.75    1920   0.222   0.255   0.291   0.281   0.231   0.041   0.000   0.000   0.008   0.057   0.157   0.189
   147.25    70.75    1921   0.240   0.262   0.298   0.293   0.248   0.048   0.000   0.000   0.002   0.055   0.109   0.153
   147.25    70.75    1922   0.208   0.255   0.283   0.286   0.225   0.051   0.000   0.000   0.000   0.051   0.111   0.177
   147.25    70.75    1923   0.201   0.246   0.282   0.298   0.245   0.065   0.000   0.000   0.007   0.078   0.137   0.187
   147.25    70.75    1924   0.240   0.265   0.298   0.284   0.235   0.046   0.000   0.000   0.002   0.042   0.121   0.155
   147.25    70.75    1925   0.194   0.244   0.278   0.291   0.245   0.060   0.000   0.000   0.002   0.059   0.132   0.180
   147.25    70.75    1926   0.214   0.237   0.291   0.290   0.242   0.058   0.000   0.000   0.001   0.041   0.103   0.152
   147.25    70.75    1927   0.193   0.238   0.273   0.273   0.231   0.053   0.000   0.000   0.003   0.066   0.136   0.176
   147.25    70.75    1928   0.205   0.273   0.292   0.296   0.237   0.052   0.000   0.000   0.004   0.089   0.128   0.150
   147.25    70.75    1929   0.172   0.199   0.214   0.209   0.165   0.036   0.000   0.000   0.003   0.018   0.052   0.072
   147.25    70.75    1930   0.097   0.121   0.125   0.117   0.113   0.020   0.000   0.000   0.003   0.061   0.102   0.112
   147.25    70.75    1931   0.122   0.127   0.143   0.145   0.117   0.025   0.000   0.000   0.007   0.070   0.098   0.119
   147.25    70.75    1932   0.151   0.177   0.188   0.176   0.134   0.010   0.000   0.000   0.007   0.088   0.128   0.146
   147.25    70.75    1933   0.177   0.215   0.242   0.232   0.180   0.038   0.000   0.000   0.003   0.032   0.049   0.077
   147.25    70.75    1934   0.108   0.133   0.161   0.157   0.127   0.025   0.000   0.000   0.004   0.067   0.101   0.163
   147.25    70.75    1935   0.190   0.213   0.245   0.250   0.188   0.026   0.000   0.000   0.001   0.036   0.095   0.174
   147.25    70.75    1936   0.192   0.235   0.256   0.269   0.215   0.044   0.000   0.000   0.000   0.013   0.045   0.061
   147.25    70.75    1937   0.109   0.150   0.185   0.217   0.179   0.020   0.000   0.000   0.001   0.019   0.047   0.083
   147.25    70.75    1938   0.101   0.122   0.159   0.136   0.114   0.031   0.000   0.000   0.002   0.036   0.102   0.123
   147.25    70.75    1939   0.143   0.155   0.169   0.179   0.144   0.020   0.000   0.000   0.000   0.043   0.065   0.085
   147.25    70.75    1940   0.108   0.133   0.146   0.155   0.124   0.005   0.000   0.000   0.005   0.026   0.059   0.071
   147.25    70.75    1941   0.087   0.105   0.117   0.121   0.128   0.040   0.000   0.000   0.000   0.039   0.079   0.090
   147.25    70.75    1942   0.127   0.154   0.174   0.190   0.163   0.024   0.000   0.000   0.000   0.015   0.054   0.071
   147.25    70.75    1943   0.118   0.124   0.144   0.153   0.134   0.006   0.000   0.000   0.002   0.041   0.092   0.122
   147.25    70.75    1944   0.153   0.183   0.222   0.205   0.153   0.021   0.000   0.000   0.001   0.070   0.131   0.162
   147.25    70.75    1945   0.182   0.200   0.214   0.211   0.158   0.010   0.000   0.000   0.010   0.050   0.078   0.111
   147.25    70.75    1946   0.128   0.139   0.153   0.139   0.108   0.008   0.000   0.000   0.002   0.043   0.069   0.085
   147.25    70.75    1947   0.094   0.099   0.130   0.125   0.103   0.023   0.000   0.000   0.000   0.100   0.186   0.192
   147.25    70.75    1948   0.208   0.217   0.224   0.227   0.165   0.004   0.000   0.000   0.009   0.038   0.060   0.076
   147.25    70.75    1949   0.089   0.101   0.118   0.100   0.083   0.009   0.000   0.000   0.000   0.017   0.044   0.054
   147.25    70.75    1950   0.073   0.090   0.094   0.097   0.103   0.024   0.000   0.000   0.001   0.021   0.031   0.043
   147.25    70.75    1951   0.051   0.056   0.066   0.077   0.080   0.005   0.000   0.000   0.001   0.039   0.064   0.078
   147.25    70.75    1952   0.090   0.108   0.125   0.126   0.102   0.018   0.000   0.000   0.001   0.074   0.133   0.168
   147.25    70.75    1953   0.175   0.203   0.213   0.217   0.164   0.013   0.000   0.000   0.000   0.036   0.114   0.142
   147.25    70.75    1954   0.188   0.201   0.236   0.248   0.211   0.072   0.000   0.000   0.004   0.047   0.101   0.152
   147.25    70.75    1955   0.197   0.208   0.260   0.278   0.226   0.058   0.000   0.000   0.008   0.041   0.077   0.097
   147.25    70.75    1956   0.148   0.191   0.206   0.223   0.228   0.057   0.000   0.000   0.002   0.039   0.099   0.139
   147.25    70.75    1957   0.170   0.256   0.277   0.287   0.227   0.031   0.000   0.000   0.002   0.020   0.079   0.095
   147.25    70.75    1958   0.110   0.123   0.133   0.151   0.161   0.083   0.000   0.000   0.000   0.039   0.080   0.105
   147.25    70.75    1959   0.156   0.192   0.211   0.213   0.164   0.002   0.000   0.000   0.004   0.079   0.129   0.158
   147.25    70.75    1960   0.183   0.253   0.281   0.250   0.197   0.038   0.000   0.000   0.005   0.064   0.147   0.192
   147.25    70.75    1961   0.211   0.236   0.261   0.254   0.216   0.028   0.000   0.000   0.009   0.104   0.178   0.209
   147.25    70.75    1962   0.232   0.258   0.287   0.274   0.226   0.098   0.000   0.000   0.024   0.124   0.262   0.328
   147.25    70.75    1963   0.371   0.416   0.447   0.432   0.348   0.139   0.000   0.000   0.005   0.042   0.117   0.146
   147.25    70.75    1964   0.171   0.213   0.277   0.286   0.281   0.030   0.000   0.000   0.014   0.051   0.110   0.164
   147.25    70.75    1965   0.205   0.234   0.253   0.228   0.195   0.046   0.000   0.000   0.002   0.041   0.147   0.191
   147.25    70.75    1966   0.233   0.329   0.387   0.420   0.340   0.066   0.000   0.000   0.001   0.058   0.194   0.335
   147.25    70.75    1967   0.388   0.440   0.477   0.497   0.420   0.181   0.000   0.000   0.006   0.121   0.224   0.254
   147.25    70.75    1968   0.312   0.389   0.439   0.461   0.376   0.079   0.000   0.000   0.000   0.073   0.132   0.181
   147.25    70.75    1969   0.245   0.308   0.345   0.363   0.293   0.040   0.000   0.000   0.004   0.062   0.104   0.135
   147.25    70.75    1970   0.173   0.203   0.217   0.223   0.187   0.034   0.000   0.000   0.000   0.020   0.077   0.135
   147.25    70.75    1971   0.170   0.207   0.261   0.310   0.253   0.035   0.000   0.000   0.000   0.009   0.098   0.147
   147.25    70.75    1972   0.194   0.252   0.301   0.335   0.278   0.044   0.000   0.000   0.006   0.070   0.169   0.239
   147.25    70.75    1973   0.354   0.420   0.436   0.356   0.308   0.073   0.000   0.000   0.008   0.141   0.223   0.310
   147.25    70.75    1974   0.351   0.394   0.412   0.412   0.329   0.066   0.000   0.000   0.002   0.062   0.133   0.173
   147.25    70.75    1975   0.199   0.250   0.295   0.286   0.229   0.081   0.000   0.000   0.001   0.026   0.114   0.168
   147.25    70.75    1976   0.228   0.238   0.246   0.264   0.225   0.040   0.000   0.000   0.002   0.038   0.067   0.082
   147.25    70.75    1977   0.098   0.152   0.160   0.146   0.124   0.017   0.000   0.000   0.008   0.052   0.091   0.117
   147.25    70.75    1978   0.185   0.229   0.246   0.229   0.193   0.067   0.000   0.000   0.000   0.053   0.102   0.147
   147.25    70.75    1979   0.190   0.222   0.268   0.285   0.232   0.039   0.000   0.000   0.003   0.049   0.070   0.083
   147.25    70.75    1980   0.120   0.189   0.222   0.213   0.163   0.030   0.000   0.000   0.003   0.037   0.091   0.106
   147.25    70.75    1981   0.122   0.134   0.165   0.176   0.158   0.013   0.000   0.000   0.001   0.046   0.070   0.124
   147.25    70.75    1982   0.178   0.226   0.242   0.254   0.219   0.096   0.000   0.000   0.001   0.028   0.073   0.119
   147.25    70.75    1983   0.140   0.170   0.191   0.197   0.160   0.005   0.000   0.000   0.000   0.043   0.075   0.121
   147.25    70.75    1984   0.159   0.178   0.192   0.178   0.146   0.068   0.000   0.000   0.005   0.096   0.227   0.254
   147.25    70.75    1985   0.292   0.337   0.454   0.432   0.332   0.108   0.000   0.000   0.001   0.047   0.091   0.149
   147.25    70.75    1986   0.191   0.229   0.238   0.240   0.203   0.031   0.000   0.000   0.002   0.035   0.079   0.090
   147.25    70.75    1987   0.103   0.115   0.126   0.133   0.149   0.057   0.000   0.000   0.006   0.036   0.046   0.059
   147.25    70.75    1988   0.089   0.105   0.124   0.126   0.133   0.036   0.000   0.000   0.001   0.064   0.107   0.129
   147.25    70.75    1989   0.160   0.183   0.225   0.221   0.172   0.030   0.000   0.000   0.001   0.041   0.092   0.118
   147.25    70.75    1990   0.143   0.187   0.215   0.223   0.131   0.000   0.000   0.000   0.021   0.104   0.190   0.232
   147.25    70.75    1991   0.244   0.250   0.283   0.256   0.203   0.041   0.000   0.000   0.000   0.038   0.077   0.113
   147.25    70.75    1992   0.142   0.156   0.181   0.207   0.200   0.053   0.000   0.000   0.001   0.036   0.077   0.109
   147.25    70.75    1993   0.128   0.170   0.201   0.200   0.168   0.024   0.000   0.000   0.003   0.054   0.089   0.147
   147.25    70.75    1994   0.171   0.211   0.248   0.235   0.188   0.039   0.000   0.000   0.001   0.042   0.109   0.156
   147.25    70.75    1995   0.201   0.241   0.272   0.289   0.225   0.027   0.000   0.000   0.002   0.049   0.114   0.159
   147.25    70.75    1996   0.242   0.285   0.334   0.327   0.248   0.117   0.000   0.000   0.003   0.021   0.069   0.109
   147.25    70.75    1997   0.123   0.141   0.166   0.177   0.188   0.070   0.000   0.000   0.010   0.059   0.122   0.152
   147.25    70.75    1998   0.173   0.189   0.224   0.255   0.209   0.038   0.000   0.000   0.001   0.036   0.086   0.147
   147.25    70.75    1999   0.155   0.158   0.175   0.179   0.170   0.032   0.000   0.000   0.004   0.081   0.151   0.216
   147.25    70.75    2000   0.296   0.353   0.437   0.425   0.332   0.066   0.000   0.000   0.005   0.068   0.122   0.159
   147.25    70.75    2001   0.187   0.201   0.224   0.226   0.182   0.022   0.000   0.000   0.015   0.072   0.136   0.202
   147.25    70.75    2002   0.226   0.259   0.322   0.296   0.242   0.068   0.000   0.000   0.000   0.024   0.046   0.051
   147.25    70.75    2003   0.078   0.102   0.115   0.123   0.144   0.037   0.000   0.000   0.000   0.048   0.120   0.173
   147.25    70.75    2004   0.188   0.206   0.242   0.255   0.218   0.063   0.000   0.000   0.001   0.062   0.118   0.158
   147.25    70.75    2005   0.193   0.215   0.238   0.237   0.176   0.011   0.000   0.000   0.001   0.023   0.059   0.110
   147.25    70.75    2006   0.139   0.162   0.223   0.205   0.160   0.020   0.000   0.000   0.001   0.055   0.179   0.272
   147.25    70.75    2007   0.311   0.324   0.357   0.347   0.180   0.000   0.000   0.000   0.000   0.042   0.120   0.219
